CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
7433,Mar  3 2013 12:00AM,USD,BRL,2.52,2.52,Mar  3 2013 12:00AM
7434,Mar  3 2013 12:00AM,USD,CAD,1.54,1.55,Mar  3 2013 12:00AM
7435,Mar  3 2013 12:00AM,USD,CNY,8.28,8.28,Mar  3 2013 12:00AM
7436,Mar  3 2013 12:00AM,USD,EUR,1.09,1.09,Mar  3 2013 12:00AM
7437,Mar  3 2013 12:00AM,USD,GBP,0.69,0.69,Mar  3 2013 12:00AM
7438,Mar  3 2013 12:00AM,USD,JPY,120.23,120.23,Mar  3 2013 12:00AM
7439,Mar  3 2013 12:00AM,USD,MXN,9.12,9.12,Mar  3 2013 12:00AM
7440,Mar  3 2013 12:00AM,USD,SAR,3.75,3.75,Mar  3 2013 12:00AM
7441,Mar  3 2013 12:00AM,USD,VEB,729.73,729.81,Mar  3 2013 12:00AM
7442,Mar  4 2013 12:00AM,USD,ARS,1.00,1.00,Mar  4 2013 12:00AM
7443,Mar  4 2013 12:00AM,USD,AUD,1.87,1.87,Mar  4 2013 12:00AM
7444,Mar  4 2013 12:00AM,USD,BRL,2.52,2.51,Mar  4 2013 12:00AM
7445,Mar  4 2013 12:00AM,USD,CAD,1.54,1.54,Mar  4 2013 12:00AM
7446,Mar  4 2013 12:00AM,USD,CNY,8.28,8.28,Mar  4 2013 12:00AM
7447,Mar  4 2013 12:00AM,USD,EUR,1.09,1.09,Mar  4 2013 12:00AM
7448,Mar  4 2013 12:00AM,USD,GBP,0.69,0.69,Mar  4 2013 12:00AM
7449,Mar  4 2013 12:00AM,USD,JPY,120.22,120.18,Mar  4 2013 12:00AM
7450,Mar  4 2013 12:00AM,USD,MXN,9.13,9.12,Mar  4 2013 12:00AM
7451,Mar  4 2013 12:00AM,USD,SAR,3.75,3.75,Mar  4 2013 12:00AM
7452,Mar  4 2013 12:00AM,USD,VEB,729.73,729.64,Mar  4 2013 12:00AM
7453,Mar  5 2013 12:00AM,USD,ARS,1.00,1.00,Mar  5 2013 12:00AM
7454,Mar  5 2013 12:00AM,USD,AUD,1.87,1.87,Mar  5 2013 12:00AM
7455,Mar  5 2013 12:00AM,USD,BRL,2.52,2.52,Mar  5 2013 12:00AM
7456,Mar  5 2013 12:00AM,USD,CAD,1.54,1.55,Mar  5 2013 12:00AM
7457,Mar  5 2013 12:00AM,USD,CNY,8.28,8.28,Mar  5 2013 12:00AM
7458,Mar  5 2013 12:00AM,USD,EUR,1.09,1.09,Mar  5 2013 12:00AM
7459,Mar  5 2013 12:00AM,USD,GBP,0.69,0.69,Mar  5 2013 12:00AM
7460,Mar  5 2013 12:00AM,USD,JPY,120.28,120.31,Mar  5 2013 12:00AM
7461,Mar  5 2013 12:00AM,USD,MXN,9.13,9.13,Mar  5 2013 12:00AM
7462,Mar  5 2013 12:00AM,USD,SAR,3.75,3.75,Mar  5 2013 12:00AM
7463,Mar  5 2013 12:00AM,USD,VEB,729.73,729.77,Mar  5 2013 12:00AM
7464,Mar  6 2013 12:00AM,USD,ARS,1.00,1.00,Mar  6 2013 12:00AM
7465,Mar  6 2013 12:00AM,USD,AUD,1.88,1.88,Mar  6 2013 12:00AM
7466,Mar  6 2013 12:00AM,USD,BRL,2.52,2.51,Mar  6 2013 12:00AM
7467,Mar  6 2013 12:00AM,USD,CAD,1.55,1.54,Mar  6 2013 12:00AM
7468,Mar  6 2013 12:00AM,USD,CNY,8.28,8.28,Mar  6 2013 12:00AM
7469,Mar  6 2013 12:00AM,USD,EUR,1.09,1.09,Mar  6 2013 12:00AM
7470,Mar  6 2013 12:00AM,USD,GBP,0.69,0.69,Mar  6 2013 12:00AM
7471,Mar  6 2013 12:00AM,USD,JPY,120.72,120.71,Mar  6 2013 12:00AM
7472,Mar  6 2013 12:00AM,USD,MXN,9.13,9.13,Mar  6 2013 12:00AM
7473,Mar  6 2013 12:00AM,USD,SAR,3.75,3.74,Mar  6 2013 12:00AM
7474,Mar  6 2013 12:00AM,USD,VEB,730.25,730.17,Mar  6 2013 12:00AM
7475,Mar  7 2013 12:00AM,USD,ARS,1.00,1.00,Mar  7 2013 12:00AM
7476,Mar  7 2013 12:00AM,USD,AUD,1.87,1.87,Mar  7 2013 12:00AM
7477,Mar  7 2013 12:00AM,USD,BRL,2.55,2.55,Mar  7 2013 12:00AM
7478,Mar  7 2013 12:00AM,USD,CAD,1.55,1.55,Mar  7 2013 12:00AM
7479,Mar  7 2013 12:00AM,USD,CNY,8.28,8.28,Mar  7 2013 12:00AM
7480,Mar  7 2013 12:00AM,USD,EUR,1.09,1.09,Mar  7 2013 12:00AM
7481,Mar  7 2013 12:00AM,USD,GBP,0.69,0.69,Mar  7 2013 12:00AM
7482,Mar  7 2013 12:00AM,USD,JPY,119.58,119.65,Mar  7 2013 12:00AM
7483,Mar  7 2013 12:00AM,USD,MXN,9.16,9.17,Mar  7 2013 12:00AM
7484,Mar  7 2013 12:00AM,USD,SAR,3.75,3.75,Mar  7 2013 12:00AM
7485,Mar  7 2013 12:00AM,USD,VEB,730.75,730.76,Mar  7 2013 12:00AM
7486,Mar  8 2013 12:00AM,USD,ARS,1.00,1.00,Mar  8 2013 12:00AM
7487,Mar  8 2013 12:00AM,USD,AUD,1.87,1.87,Mar  8 2013 12:00AM
7488,Mar  8 2013 12:00AM,USD,BRL,2.52,2.51,Mar  8 2013 12:00AM
7489,Mar  8 2013 12:00AM,USD,CAD,1.54,1.54,Mar  8 2013 12:00AM
7490,Mar  8 2013 12:00AM,USD,CNY,8.28,8.28,Mar  8 2013 12:00AM
7491,Mar  8 2013 12:00AM,USD,EUR,1.09,1.09,Mar  8 2013 12:00AM
7492,Mar  8 2013 12:00AM,USD,GBP,0.69,0.69,Mar  8 2013 12:00AM
7493,Mar  8 2013 12:00AM,USD,JPY,120.48,120.46,Mar  8 2013 12:00AM
7494,Mar  8 2013 12:00AM,USD,MXN,9.12,9.11,Mar  8 2013 12:00AM
7495,Mar  8 2013 12:00AM,USD,SAR,3.75,3.75,Mar  8 2013 12:00AM
7496,Mar  8 2013 12:00AM,USD,VEB,732.73,732.73,Mar  8 2013 12:00AM
7497,Mar  9 2013 12:00AM,USD,ARS,1.00,1.00,Mar  9 2013 12:00AM
7498,Mar  9 2013 12:00AM,USD,AUD,1.87,1.87,Mar  9 2013 12:00AM
7499,Mar  9 2013 12:00AM,USD,BRL,2.53,2.54,Mar  9 2013 12:00AM
7500,Mar  9 2013 12:00AM,USD,CAD,1.54,1.54,Mar  9 2013 12:00AM
7501,Mar  9 2013 12:00AM,USD,CNY,8.28,8.28,Mar  9 2013 12:00AM
7502,Mar  9 2013 12:00AM,USD,EUR,1.09,1.09,Mar  9 2013 12:00AM
7503,Mar  9 2013 12:00AM,USD,GBP,0.69,0.69,Mar  9 2013 12:00AM
7504,Mar  9 2013 12:00AM,USD,JPY,119.91,119.97,Mar  9 2013 12:00AM
7505,Mar  9 2013 12:00AM,USD,MXN,9.13,9.13,Mar  9 2013 12:00AM
7506,Mar  9 2013 12:00AM,USD,SAR,3.75,3.76,Mar  9 2013 12:00AM
7507,Mar  9 2013 12:00AM,USD,VEB,733.73,733.81,Mar  9 2013 12:00AM
7508,Mar 10 2013 12:00AM,USD,ARS,1.00,1.00,Mar 10 2013 12:00AM
7509,Mar 10 2013 12:00AM,USD,AUD,1.87,1.87,Mar 10 2013 12:00AM
7510,Mar 10 2013 12:00AM,USD,BRL,2.55,2.54,Mar 10 2013 12:00AM
7511,Mar 10 2013 12:00AM,USD,CAD,1.54,1.54,Mar 10 2013 12:00AM
7512,Mar 10 2013 12:00AM,USD,CNY,8.28,8.28,Mar 10 2013 12:00AM
7513,Mar 10 2013 12:00AM,USD,EUR,1.10,1.09,Mar 10 2013 12:00AM
7514,Mar 10 2013 12:00AM,USD,GBP,0.69,0.69,Mar 10 2013 12:00AM
7515,Mar 10 2013 12:00AM,USD,JPY,120.10,120.06,Mar 10 2013 12:00AM
7516,Mar 10 2013 12:00AM,USD,MXN,9.10,9.09,Mar 10 2013 12:00AM
7517,Mar 10 2013 12:00AM,USD,SAR,3.75,3.75,Mar 10 2013 12:00AM
7518,Mar 10 2013 12:00AM,USD,VEB,735.00,734.91,Mar 10 2013 12:00AM
7519,Mar 11 2013 12:00AM,USD,ARS,1.00,1.00,Mar 11 2013 12:00AM
7520,Mar 11 2013 12:00AM,USD,AUD,1.87,1.87,Mar 11 2013 12:00AM
7521,Mar 11 2013 12:00AM,USD,BRL,2.55,2.55,Mar 11 2013 12:00AM
7522,Mar 11 2013 12:00AM,USD,CAD,1.54,1.55,Mar 11 2013 12:00AM
7523,Mar 11 2013 12:00AM,USD,CNY,8.28,8.28,Mar 11 2013 12:00AM
7524,Mar 11 2013 12:00AM,USD,EUR,1.09,1.09,Mar 11 2013 12:00AM
7525,Mar 11 2013 12:00AM,USD,GBP,0.69,0.69,Mar 11 2013 12:00AM
7526,Mar 11 2013 12:00AM,USD,JPY,120.24,120.29,Mar 11 2013 12:00AM
7527,Mar 11 2013 12:00AM,USD,MXN,9.10,9.10,Mar 11 2013 12:00AM
7528,Mar 11 2013 12:00AM,USD,SAR,3.75,3.75,Mar 11 2013 12:00AM
7529,Mar 11 2013 12:00AM,USD,VEB,735.00,735.06,Mar 11 2013 12:00AM
7530,Mar 12 2013 12:00AM,USD,ARS,1.00,1.00,Mar 12 2013 12:00AM
7531,Mar 12 2013 12:00AM,USD,AUD,1.87,1.87,Mar 12 2013 12:00AM
7532,Mar 12 2013 12:00AM,USD,BRL,2.55,2.55,Mar 12 2013 12:00AM
7533,Mar 12 2013 12:00AM,USD,CAD,1.54,1.54,Mar 12 2013 12:00AM
7534,Mar 12 2013 12:00AM,USD,CNY,8.28,8.28,Mar 12 2013 12:00AM
7535,Mar 12 2013 12:00AM,USD,EUR,1.09,1.09,Mar 12 2013 12:00AM
7536,Mar 12 2013 12:00AM,USD,GBP,0.69,0.69,Mar 12 2013 12:00AM
7537,Mar 12 2013 12:00AM,USD,JPY,120.13,120.04,Mar 12 2013 12:00AM
7538,Mar 12 2013 12:00AM,USD,MXN,9.10,9.10,Mar 12 2013 12:00AM
7539,Mar 12 2013 12:00AM,USD,SAR,3.75,3.75,Mar 12 2013 12:00AM
7540,Mar 12 2013 12:00AM,USD,VEB,735.00,734.97,Mar 12 2013 12:00AM
7541,Mar 13 2013 12:00AM,USD,ARS,1.00,1.00,Mar 13 2013 12:00AM
7542,Mar 13 2013 12:00AM,USD,AUD,1.89,1.89,Mar 13 2013 12:00AM
7543,Mar 13 2013 12:00AM,USD,BRL,2.56,2.56,Mar 13 2013 12:00AM
7544,Mar 13 2013 12:00AM,USD,CAD,1.54,1.54,Mar 13 2013 12:00AM
7545,Mar 13 2013 12:00AM,USD,CNY,8.28,8.28,Mar 13 2013 12:00AM
7546,Mar 13 2013 12:00AM,USD,EUR,1.10,1.10,Mar 13 2013 12:00AM
7547,Mar 13 2013 12:00AM,USD,GBP,0.69,0.69,Mar 13 2013 12:00AM
7548,Mar 13 2013 12:00AM,USD,JPY,119.98,120.08,Mar 13 2013 12:00AM
7549,Mar 13 2013 12:00AM,USD,MXN,9.13,9.13,Mar 13 2013 12:00AM
7550,Mar 13 2013 12:00AM,USD,SAR,3.75,3.75,Mar 13 2013 12:00AM
7551,Mar 13 2013 12:00AM,USD,VEB,735.00,735.07,Mar 13 2013 12:00AM
7552,Mar 14 2013 12:00AM,USD,ARS,1.00,1.00,Mar 14 2013 12:00AM
7553,Mar 14 2013 12:00AM,USD,AUD,1.89,1.89,Mar 14 2013 12:00AM
7554,Mar 14 2013 12:00AM,USD,BRL,2.56,2.56,Mar 14 2013 12:00AM
7555,Mar 14 2013 12:00AM,USD,CAD,1.54,1.54,Mar 14 2013 12:00AM
7556,Mar 14 2013 12:00AM,USD,CNY,8.28,8.28,Mar 14 2013 12:00AM
7557,Mar 14 2013 12:00AM,USD,EUR,1.10,1.10,Mar 14 2013 12:00AM
7558,Mar 14 2013 12:00AM,USD,GBP,0.69,0.69,Mar 14 2013 12:00AM
7559,Mar 14 2013 12:00AM,USD,JPY,120.18,120.13,Mar 14 2013 12:00AM
7560,Mar 14 2013 12:00AM,USD,MXN,9.15,9.15,Mar 14 2013 12:00AM
7561,Mar 14 2013 12:00AM,USD,SAR,3.75,3.74,Mar 14 2013 12:00AM
7562,Mar 14 2013 12:00AM,USD,VEB,736.00,735.92,Mar 14 2013 12:00AM
7563,Mar 15 2013 12:00AM,USD,ARS,1.00,1.00,Mar 15 2013 12:00AM
7564,Mar 15 2013 12:00AM,USD,AUD,1.89,1.89,Mar 15 2013 12:00AM
7565,Mar 15 2013 12:00AM,USD,BRL,2.55,2.55,Mar 15 2013 12:00AM
7566,Mar 15 2013 12:00AM,USD,CAD,1.55,1.55,Mar 15 2013 12:00AM
7567,Mar 15 2013 12:00AM,USD,CNY,8.28,8.28,Mar 15 2013 12:00AM
7568,Mar 15 2013 12:00AM,USD,EUR,1.10,1.10,Mar 15 2013 12:00AM
7569,Mar 15 2013 12:00AM,USD,GBP,0.69,0.69,Mar 15 2013 12:00AM
7570,Mar 15 2013 12:00AM,USD,JPY,120.21,120.23,Mar 15 2013 12:00AM
7571,Mar 15 2013 12:00AM,USD,MXN,9.15,9.15,Mar 15 2013 12:00AM
7572,Mar 15 2013 12:00AM,USD,SAR,3.75,3.75,Mar 15 2013 12:00AM
7573,Mar 15 2013 12:00AM,USD,VEB,738.00,738.05,Mar 15 2013 12:00AM
7574,Mar 16 2013 12:00AM,USD,ARS,1.00,1.00,Mar 16 2013 12:00AM
7575,Mar 16 2013 12:00AM,USD,AUD,1.88,1.88,Mar 16 2013 12:00AM
7576,Mar 16 2013 12:00AM,USD,BRL,2.53,2.52,Mar 16 2013 12:00AM
7577,Mar 16 2013 12:00AM,USD,CAD,1.55,1.54,Mar 16 2013 12:00AM
7578,Mar 16 2013 12:00AM,USD,CNY,8.28,8.28,Mar 16 2013 12:00AM
7579,Mar 16 2013 12:00AM,USD,EUR,1.09,1.09,Mar 16 2013 12:00AM
7580,Mar 16 2013 12:00AM,USD,GBP,0.69,0.69,Mar 16 2013 12:00AM
7581,Mar 16 2013 12:00AM,USD,JPY,119.48,119.46,Mar 16 2013 12:00AM
7582,Mar 16 2013 12:00AM,USD,MXN,9.20,9.20,Mar 16 2013 12:00AM
7583,Mar 16 2013 12:00AM,USD,SAR,3.75,3.75,Mar 16 2013 12:00AM
7584,Mar 16 2013 12:00AM,USD,VEB,737.00,736.95,Mar 16 2013 12:00AM
7585,Mar 17 2013 12:00AM,USD,ARS,1.00,1.00,Mar 17 2013 12:00AM
7586,Mar 17 2013 12:00AM,USD,AUD,1.89,1.89,Mar 17 2013 12:00AM
7587,Mar 17 2013 12:00AM,USD,BRL,2.56,2.57,Mar 17 2013 12:00AM
7588,Mar 17 2013 12:00AM,USD,CAD,1.55,1.56,Mar 17 2013 12:00AM
7589,Mar 17 2013 12:00AM,USD,CNY,8.28,8.28,Mar 17 2013 12:00AM
7590,Mar 17 2013 12:00AM,USD,EUR,1.10,1.10,Mar 17 2013 12:00AM
7591,Mar 17 2013 12:00AM,USD,GBP,0.69,0.69,Mar 17 2013 12:00AM
7592,Mar 17 2013 12:00AM,USD,JPY,118.80,118.81,Mar 17 2013 12:00AM
7593,Mar 17 2013 12:00AM,USD,MXN,9.21,9.21,Mar 17 2013 12:00AM
7594,Mar 17 2013 12:00AM,USD,SAR,3.75,3.76,Mar 17 2013 12:00AM
7595,Mar 17 2013 12:00AM,USD,VEB,737.00,737.00,Mar 17 2013 12:00AM
7596,Mar 18 2013 12:00AM,USD,ARS,1.00,1.00,Mar 18 2013 12:00AM
7597,Mar 18 2013 12:00AM,USD,AUD,1.89,1.89,Mar 18 2013 12:00AM
7598,Mar 18 2013 12:00AM,USD,BRL,2.56,2.56,Mar 18 2013 12:00AM
7599,Mar 18 2013 12:00AM,USD,CAD,1.55,1.55,Mar 18 2013 12:00AM
7600,Mar 18 2013 12:00AM,USD,CNY,8.28,8.28,Mar 18 2013 12:00AM
7601,Mar 18 2013 12:00AM,USD,EUR,1.10,1.10,Mar 18 2013 12:00AM
7602,Mar 18 2013 12:00AM,USD,GBP,0.69,0.69,Mar 18 2013 12:00AM
7603,Mar 18 2013 12:00AM,USD,JPY,118.81,118.72,Mar 18 2013 12:00AM
7604,Mar 18 2013 12:00AM,USD,MXN,9.21,9.20,Mar 18 2013 12:00AM
7605,Mar 18 2013 12:00AM,USD,SAR,3.75,3.74,Mar 18 2013 12:00AM
7606,Mar 18 2013 12:00AM,USD,VEB,737.00,736.97,Mar 18 2013 12:00AM
7607,Mar 19 2013 12:00AM,USD,ARS,1.00,1.00,Mar 19 2013 12:00AM
7608,Mar 19 2013 12:00AM,USD,AUD,1.89,1.89,Mar 19 2013 12:00AM
7609,Mar 19 2013 12:00AM,USD,BRL,2.56,2.57,Mar 19 2013 12:00AM
7610,Mar 19 2013 12:00AM,USD,CAD,1.55,1.55,Mar 19 2013 12:00AM
7611,Mar 19 2013 12:00AM,USD,CNY,8.28,8.28,Mar 19 2013 12:00AM
7612,Mar 19 2013 12:00AM,USD,EUR,1.10,1.10,Mar 19 2013 12:00AM
7613,Mar 19 2013 12:00AM,USD,GBP,0.69,0.69,Mar 19 2013 12:00AM
7614,Mar 19 2013 12:00AM,USD,JPY,118.93,118.93,Mar 19 2013 12:00AM
7615,Mar 19 2013 12:00AM,USD,MXN,9.21,9.21,Mar 19 2013 12:00AM
7616,Mar 19 2013 12:00AM,USD,SAR,3.75,3.76,Mar 19 2013 12:00AM
7617,Mar 19 2013 12:00AM,USD,VEB,737.00,737.03,Mar 19 2013 12:00AM
7618,Mar 20 2013 12:00AM,USD,ARS,1.00,1.00,Mar 20 2013 12:00AM
7619,Mar 20 2013 12:00AM,USD,AUD,1.90,1.90,Mar 20 2013 12:00AM
7620,Mar 20 2013 12:00AM,USD,BRL,2.57,2.56,Mar 20 2013 12:00AM
7621,Mar 20 2013 12:00AM,USD,CAD,1.55,1.54,Mar 20 2013 12:00AM
7622,Mar 20 2013 12:00AM,USD,CNY,8.28,8.28,Mar 20 2013 12:00AM
7623,Mar 20 2013 12:00AM,USD,EUR,1.10,1.10,Mar 20 2013 12:00AM
7624,Mar 20 2013 12:00AM,USD,GBP,0.69,0.69,Mar 20 2013 12:00AM
7625,Mar 20 2013 12:00AM,USD,JPY,118.80,118.76,Mar 20 2013 12:00AM
7626,Mar 20 2013 12:00AM,USD,MXN,9.20,9.19,Mar 20 2013 12:00AM
7627,Mar 20 2013 12:00AM,USD,SAR,3.75,3.74,Mar 20 2013 12:00AM
7628,Mar 20 2013 12:00AM,USD,VEB,738.00,737.98,Mar 20 2013 12:00AM
7629,Mar 21 2013 12:00AM,USD,ARS,1.00,1.00,Mar 21 2013 12:00AM
7630,Mar 21 2013 12:00AM,USD,AUD,1.92,1.92,Mar 21 2013 12:00AM
7631,Mar 21 2013 12:00AM,USD,BRL,2.56,2.57,Mar 21 2013 12:00AM
7632,Mar 21 2013 12:00AM,USD,CAD,1.56,1.56,Mar 21 2013 12:00AM
7633,Mar 21 2013 12:00AM,USD,CNY,8.28,8.28,Mar 21 2013 12:00AM
7634,Mar 21 2013 12:00AM,USD,EUR,1.13,1.13,Mar 21 2013 12:00AM
7635,Mar 21 2013 12:00AM,USD,GBP,0.69,0.69,Mar 21 2013 12:00AM
7636,Mar 21 2013 12:00AM,USD,JPY,119.17,119.21,Mar 21 2013 12:00AM
7637,Mar 21 2013 12:00AM,USD,MXN,9.21,9.21,Mar 21 2013 12:00AM
7638,Mar 21 2013 12:00AM,USD,SAR,3.75,3.75,Mar 21 2013 12:00AM
7639,Mar 21 2013 12:00AM,USD,VEB,740.00,740.01,Mar 21 2013 12:00AM
7640,Mar 22 2013 12:00AM,USD,ARS,1.00,1.00,Mar 22 2013 12:00AM
7641,Mar 22 2013 12:00AM,USD,AUD,1.92,1.92,Mar 22 2013 12:00AM
7642,Mar 22 2013 12:00AM,USD,BRL,2.58,2.57,Mar 22 2013 12:00AM
7643,Mar 22 2013 12:00AM,USD,CAD,1.56,1.55,Mar 22 2013 12:00AM
7644,Mar 22 2013 12:00AM,USD,CNY,8.28,8.28,Mar 22 2013 12:00AM
7645,Mar 22 2013 12:00AM,USD,EUR,1.13,1.13,Mar 22 2013 12:00AM
7646,Mar 22 2013 12:00AM,USD,GBP,0.69,0.69,Mar 22 2013 12:00AM
7647,Mar 22 2013 12:00AM,USD,JPY,120.71,120.65,Mar 22 2013 12:00AM
7648,Mar 22 2013 12:00AM,USD,MXN,9.26,9.25,Mar 22 2013 12:00AM
7649,Mar 22 2013 12:00AM,USD,SAR,3.75,3.75,Mar 22 2013 12:00AM
7650,Mar 22 2013 12:00AM,USD,VEB,742.01,741.95,Mar 22 2013 12:00AM
7651,Mar 23 2013 12:00AM,USD,ARS,1.00,1.00,Mar 23 2013 12:00AM
7652,Mar 23 2013 12:00AM,USD,AUD,1.92,1.92,Mar 23 2013 12:00AM
7653,Mar 23 2013 12:00AM,USD,BRL,2.58,2.58,Mar 23 2013 12:00AM
7654,Mar 23 2013 12:00AM,USD,CAD,1.56,1.56,Mar 23 2013 12:00AM
7655,Mar 23 2013 12:00AM,USD,CNY,8.28,8.28,Mar 23 2013 12:00AM
7656,Mar 23 2013 12:00AM,USD,EUR,1.12,1.12,Mar 23 2013 12:00AM
7657,Mar 23 2013 12:00AM,USD,GBP,0.69,0.69,Mar 23 2013 12:00AM
7658,Mar 23 2013 12:00AM,USD,JPY,121.02,121.11,Mar 23 2013 12:00AM
7659,Mar 23 2013 12:00AM,USD,MXN,9.32,9.33,Mar 23 2013 12:00AM
7660,Mar 23 2013 12:00AM,USD,SAR,3.75,3.76,Mar 23 2013 12:00AM
7661,Mar 23 2013 12:00AM,USD,VEB,745.50,745.51,Mar 23 2013 12:00AM
7662,Mar 24 2013 12:00AM,USD,ARS,1.00,1.00,Mar 24 2013 12:00AM
7663,Mar 24 2013 12:00AM,USD,AUD,1.93,1.93,Mar 24 2013 12:00AM
7664,Mar 24 2013 12:00AM,USD,BRL,2.58,2.58,Mar 24 2013 12:00AM
7665,Mar 24 2013 12:00AM,USD,CAD,1.57,1.56,Mar 24 2013 12:00AM
7666,Mar 24 2013 12:00AM,USD,CNY,8.28,8.28,Mar 24 2013 12:00AM
7667,Mar 24 2013 12:00AM,USD,EUR,1.10,1.10,Mar 24 2013 12:00AM
7668,Mar 24 2013 12:00AM,USD,GBP,0.68,0.68,Mar 24 2013 12:00AM
7669,Mar 24 2013 12:00AM,USD,JPY,120.10,120.03,Mar 24 2013 12:00AM
7670,Mar 24 2013 12:00AM,USD,MXN,9.36,9.35,Mar 24 2013 12:00AM
7671,Mar 24 2013 12:00AM,USD,SAR,3.75,3.75,Mar 24 2013 12:00AM
7672,Mar 24 2013 12:00AM,USD,VEB,747.50,747.48,Mar 24 2013 12:00AM
7673,Mar 25 2013 12:00AM,USD,ARS,1.00,1.00,Mar 25 2013 12:00AM
7674,Mar 25 2013 12:00AM,USD,AUD,1.93,1.93,Mar 25 2013 12:00AM
7675,Mar 25 2013 12:00AM,USD,BRL,2.58,2.59,Mar 25 2013 12:00AM
7676,Mar 25 2013 12:00AM,USD,CAD,1.57,1.58,Mar 25 2013 12:00AM
7677,Mar 25 2013 12:00AM,USD,CNY,8.28,8.28,Mar 25 2013 12:00AM
7678,Mar 25 2013 12:00AM,USD,EUR,1.10,1.10,Mar 25 2013 12:00AM
7679,Mar 25 2013 12:00AM,USD,GBP,0.68,0.69,Mar 25 2013 12:00AM
7680,Mar 25 2013 12:00AM,USD,JPY,120.10,120.13,Mar 25 2013 12:00AM
7681,Mar 25 2013 12:00AM,USD,MXN,9.36,9.37,Mar 25 2013 12:00AM
7682,Mar 25 2013 12:00AM,USD,SAR,3.75,3.75,Mar 25 2013 12:00AM
7683,Mar 25 2013 12:00AM,USD,VEB,747.50,747.58,Mar 25 2013 12:00AM
7684,Mar 26 2013 12:00AM,USD,ARS,1.00,1.00,Mar 26 2013 12:00AM
7685,Mar 26 2013 12:00AM,USD,AUD,1.93,1.93,Mar 26 2013 12:00AM
7686,Mar 26 2013 12:00AM,USD,BRL,2.58,2.58,Mar 26 2013 12:00AM
7687,Mar 26 2013 12:00AM,USD,CAD,1.57,1.56,Mar 26 2013 12:00AM
7688,Mar 26 2013 12:00AM,USD,CNY,8.28,8.28,Mar 26 2013 12:00AM
7689,Mar 26 2013 12:00AM,USD,EUR,1.10,1.10,Mar 26 2013 12:00AM
7690,Mar 26 2013 12:00AM,USD,GBP,0.68,0.68,Mar 26 2013 12:00AM
7691,Mar 26 2013 12:00AM,USD,JPY,120.16,120.15,Mar 26 2013 12:00AM
7692,Mar 26 2013 12:00AM,USD,MXN,9.36,9.36,Mar 26 2013 12:00AM
7693,Mar 26 2013 12:00AM,USD,SAR,3.75,3.74,Mar 26 2013 12:00AM
7694,Mar 26 2013 12:00AM,USD,VEB,747.50,747.45,Mar 26 2013 12:00AM
7695,Mar 27 2013 12:00AM,USD,ARS,1.00,1.00,Mar 27 2013 12:00AM
7696,Mar 27 2013 12:00AM,USD,AUD,1.95,1.95,Mar 27 2013 12:00AM
7697,Mar 27 2013 12:00AM,USD,BRL,2.61,2.62,Mar 27 2013 12:00AM
7698,Mar 27 2013 12:00AM,USD,CAD,1.56,1.56,Mar 27 2013 12:00AM
7699,Mar 27 2013 12:00AM,USD,CNY,8.28,8.28,Mar 27 2013 12:00AM
7700,Mar 27 2013 12:00AM,USD,EUR,1.11,1.11,Mar 27 2013 12:00AM
7701,Mar 27 2013 12:00AM,USD,GBP,0.69,0.69,Mar 27 2013 12:00AM
7702,Mar 27 2013 12:00AM,USD,JPY,120.95,121.04,Mar 27 2013 12:00AM
7703,Mar 27 2013 12:00AM,USD,MXN,9.40,9.40,Mar 27 2013 12:00AM
7704,Mar 27 2013 12:00AM,USD,SAR,3.75,3.76,Mar 27 2013 12:00AM
7705,Mar 27 2013 12:00AM,USD,VEB,746.00,746.05,Mar 27 2013 12:00AM
7706,Mar 28 2013 12:00AM,USD,ARS,1.00,1.00,Mar 28 2013 12:00AM
7707,Mar 28 2013 12:00AM,USD,AUD,1.92,1.92,Mar 28 2013 12:00AM
7708,Mar 28 2013 12:00AM,USD,BRL,2.66,2.65,Mar 28 2013 12:00AM
7709,Mar 28 2013 12:00AM,USD,CAD,1.57,1.56,Mar 28 2013 12:00AM
7710,Mar 28 2013 12:00AM,USD,CNY,8.28,8.28,Mar 28 2013 12:00AM
7711,Mar 28 2013 12:00AM,USD,EUR,1.09,1.09,Mar 28 2013 12:00AM
7712,Mar 28 2013 12:00AM,USD,GBP,0.68,0.68,Mar 28 2013 12:00AM
7713,Mar 28 2013 12:00AM,USD,JPY,119.13,119.04,Mar 28 2013 12:00AM
7714,Mar 28 2013 12:00AM,USD,MXN,9.55,9.54,Mar 28 2013 12:00AM
7715,Mar 28 2013 12:00AM,USD,SAR,3.75,3.75,Mar 28 2013 12:00AM
7716,Mar 28 2013 12:00AM,USD,VEB,746.25,746.18,Mar 28 2013 12:00AM
7717,Mar 29 2013 12:00AM,USD,ARS,1.00,1.00,Mar 29 2013 12:00AM
7718,Mar 29 2013 12:00AM,USD,AUD,1.92,1.92,Mar 29 2013 12:00AM
7719,Mar 29 2013 12:00AM,USD,BRL,2.66,2.67,Mar 29 2013 12:00AM
7720,Mar 29 2013 12:00AM,USD,CAD,1.56,1.57,Mar 29 2013 12:00AM
7721,Mar 29 2013 12:00AM,USD,CNY,8.28,8.28,Mar 29 2013 12:00AM
7722,Mar 29 2013 12:00AM,USD,EUR,1.10,1.10,Mar 29 2013 12:00AM
