PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
1495,3373,Jan  3 2014 12:00AM,3,504,48.76,146.29,3.00,0.00,3.00,Dec 27 2013 12:00AM
1496,3374,Jan  3 2014 12:00AM,3,497,34.19,102.56,3.00,0.00,3.00,Dec 27 2013 12:00AM
1497,3375,Jan  3 2014 12:00AM,3,323,50.26,150.79,3.00,0.00,3.00,Dec 27 2013 12:00AM
1498,3376,Jan  3 2014 12:00AM,550,523,10.73,5902.05,550.00,0.00,550.00,Dec 27 2013 12:00AM
1498,3377,Jan  3 2014 12:00AM,550,524,14.12,7767.38,550.00,0.00,550.00,Dec 27 2013 12:00AM
1499,3378,Jan  3 2014 12:00AM,60,495,63.69,3821.58,60.00,0.00,60.00,Dec 27 2013 12:00AM
1499,3379,Jan  3 2014 12:00AM,60,496,48.91,2934.54,60.00,0.00,60.00,Dec 27 2013 12:00AM
1500,3380,Jan  3 2014 12:00AM,550,908,21.09,11601.98,550.00,0.00,550.00,Dec 27 2013 12:00AM
1500,3381,Jan  3 2014 12:00AM,550,909,30.44,16741.73,550.00,55.00,495.00,Dec 27 2013 12:00AM
1500,3382,Jan  3 2014 12:00AM,550,910,40.94,22516.73,550.00,0.00,550.00,Dec 27 2013 12:00AM
1501,3383,Jan  6 2014 12:00AM,60,506,9.20,551.88,60.00,0.00,60.00,Dec 30 2013 12:00AM
1502,3384,Jan  6 2014 12:00AM,550,351,5.78,3176.25,550.00,82.00,468.00,Dec 30 2013 12:00AM
1502,3385,Jan  6 2014 12:00AM,550,352,1.16,635.25,550.00,0.00,550.00,Dec 30 2013 12:00AM
1503,3386,Jan  6 2014 12:00AM,550,507,23.39,12866.70,550.00,0.00,550.00,Dec 30 2013 12:00AM
1503,3387,Jan  6 2014 12:00AM,550,508,27.65,15205.58,550.00,0.00,550.00,Dec 30 2013 12:00AM
1504,3388,Jan  6 2014 12:00AM,550,355,1.37,750.75,550.00,550.00,0.00,Dec 30 2013 12:00AM
1504,3389,Jan  6 2014 12:00AM,550,940,62.99,34644.23,550.00,550.00,0.00,Dec 30 2013 12:00AM
1505,3390,Jan  6 2014 12:00AM,550,351,6.20,3407.25,550.00,0.00,550.00,Dec 30 2013 12:00AM
1505,3391,Jan  6 2014 12:00AM,550,352,1.47,808.50,523.00,0.00,523.00,Dec 30 2013 12:00AM
1505,3392,Jan  6 2014 12:00AM,550,679,6.20,3407.25,550.00,0.00,550.00,Dec 30 2013 12:00AM
1506,3393,Jan  6 2014 12:00AM,550,507,22.17,12191.03,468.00,0.00,468.00,Dec 30 2013 12:00AM
1506,3394,Jan  6 2014 12:00AM,550,508,29.28,16106.48,550.00,0.00,550.00,Dec 30 2013 12:00AM
1507,3395,Jan  6 2014 12:00AM,3,491,19.98,59.94,3.00,0.00,3.00,Dec 30 2013 12:00AM
1508,3396,Jan  6 2014 12:00AM,3,341,41.17,123.51,3.00,0.00,3.00,Dec 30 2013 12:00AM
1508,3397,Jan  6 2014 12:00AM,3,342,39.07,117.21,3.00,0.00,3.00,Dec 30 2013 12:00AM
1508,3398,Jan  6 2014 12:00AM,3,343,43.34,130.03,3.00,0.00,3.00,Dec 30 2013 12:00AM
1508,3399,Jan  6 2014 12:00AM,3,344,39.07,117.21,3.00,0.00,3.00,Dec 30 2013 12:00AM
1508,3400,Jan  6 2014 12:00AM,3,345,36.97,110.91,3.00,0.00,3.00,Dec 30 2013 12:00AM
1509,3401,Jan  6 2014 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Dec 30 2013 12:00AM
1509,3402,Jan  6 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Dec 30 2013 12:00AM
1510,3403,Jan  6 2014 12:00AM,3,386,45.44,136.33,3.00,0.00,3.00,Dec 30 2013 12:00AM
1510,3404,Jan  6 2014 12:00AM,3,387,41.17,123.51,3.00,0.00,3.00,Dec 30 2013 12:00AM
1510,3405,Jan  6 2014 12:00AM,3,388,39.07,117.21,3.00,0.00,3.00,Dec 30 2013 12:00AM
1511,3406,Jan  6 2014 12:00AM,550,483,9.69,5330.33,550.00,0.00,550.00,Dec 30 2013 12:00AM
1511,3407,Jan  6 2014 12:00AM,550,484,6.88,3782.63,550.00,0.00,550.00,Dec 30 2013 12:00AM
1511,3408,Jan  6 2014 12:00AM,550,485,7.80,4290.83,550.00,27.00,523.00,Dec 30 2013 12:00AM
1511,3409,Jan  6 2014 12:00AM,550,486,8.76,4816.35,550.00,0.00,550.00,Dec 30 2013 12:00AM
1512,3410,Jan  6 2014 12:00AM,3,402,47.47,142.41,3.00,0.00,3.00,Dec 30 2013 12:00AM
1513,3411,Jan  6 2014 12:00AM,550,512,34.98,19236.53,550.00,0.00,550.00,Dec 30 2013 12:00AM
1514,3412,Jan  6 2014 12:00AM,3,403,45.37,136.11,3.00,0.00,3.00,Dec 30 2013 12:00AM
1514,3413,Jan  6 2014 12:00AM,3,404,49.64,148.93,3.00,0.00,3.00,Dec 30 2013 12:00AM
1515,3414,Jan  6 2014 12:00AM,550,525,2.32,1276.28,550.00,0.00,550.00,Dec 30 2013 12:00AM
1516,3415,Jan  6 2014 12:00AM,550,526,3.64,2003.93,468.00,0.00,468.00,Dec 30 2013 12:00AM
1517,3416,Jan  7 2014 12:00AM,550,908,21.09,11601.98,550.00,0.00,550.00,Dec 31 2013 12:00AM
1517,3417,Jan  7 2014 12:00AM,550,909,30.44,16741.73,550.00,0.00,550.00,Dec 31 2013 12:00AM
1517,3418,Jan  7 2014 12:00AM,550,913,40.94,22516.73,550.00,0.00,550.00,Dec 31 2013 12:00AM
1518,3419,Jan  7 2014 12:00AM,60,356,3.60,216.09,60.00,0.00,60.00,Dec 31 2013 12:00AM
1518,3420,Jan  7 2014 12:00AM,60,357,3.98,238.77,60.00,0.00,60.00,Dec 31 2013 12:00AM
1519,3421,Jan  7 2014 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Dec 31 2013 12:00AM
1519,3422,Jan  7 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Dec 31 2013 12:00AM
1520,3423,Jan  7 2014 12:00AM,550,524,12.97,7132.13,550.00,0.00,550.00,Dec 31 2013 12:00AM
1521,3424,Jan  7 2014 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Dec 31 2013 12:00AM
1521,3425,Jan  7 2014 12:00AM,550,912,30.44,16741.73,550.00,0.00,550.00,Dec 31 2013 12:00AM
1522,3426,Jan  7 2014 12:00AM,550,910,40.94,22516.73,550.00,82.00,468.00,Dec 31 2013 12:00AM
1523,3427,Jan  7 2014 12:00AM,550,937,62.99,34644.23,550.00,0.00,550.00,Dec 31 2013 12:00AM
1524,3428,Jan  7 2014 12:00AM,3,463,47.52,142.57,3.00,0.00,3.00,Dec 31 2013 12:00AM
1524,3429,Jan  7 2014 12:00AM,3,464,45.42,136.27,3.00,0.00,3.00,Dec 31 2013 12:00AM
1525,3430,Jan  7 2014 12:00AM,3,462,47.68,143.04,3.00,0.00,3.00,Dec 31 2013 12:00AM
1526,3431,Jan  7 2014 12:00AM,550,510,23.40,12872.48,468.00,0.00,468.00,Dec 31 2013 12:00AM
1526,3432,Jan  7 2014 12:00AM,550,511,27.87,15326.85,550.00,0.00,550.00,Dec 31 2013 12:00AM
1527,3433,Jan  7 2014 12:00AM,550,527,6.75,3713.33,550.00,0.00,550.00,Dec 31 2013 12:00AM
1528,3434,Jan  7 2014 12:00AM,550,938,31.49,17319.23,550.00,0.00,550.00,Dec 31 2013 12:00AM
1528,3435,Jan  7 2014 12:00AM,550,939,48.29,26559.23,550.00,0.00,550.00,Dec 31 2013 12:00AM
1528,3436,Jan  7 2014 12:00AM,550,509,36.28,19952.63,550.00,0.00,550.00,Dec 31 2013 12:00AM
1529,3437,Jan  7 2014 12:00AM,60,495,62.93,3775.59,60.00,0.00,60.00,Dec 31 2013 12:00AM
1529,3438,Jan  7 2014 12:00AM,60,496,49.65,2979.27,60.00,0.00,60.00,Dec 31 2013 12:00AM
1530,3439,Jan  7 2014 12:00AM,550,523,10.38,5711.48,550.00,0.00,550.00,Dec 31 2013 12:00AM
1531,3440,Jan  7 2014 12:00AM,3,429,41.38,124.14,3.00,0.00,3.00,Dec 31 2013 12:00AM
1531,3441,Jan  7 2014 12:00AM,3,430,45.65,136.96,3.00,0.00,3.00,Dec 31 2013 12:00AM
1531,3442,Jan  7 2014 12:00AM,3,431,41.38,124.14,3.00,0.00,3.00,Dec 31 2013 12:00AM
1531,3443,Jan  7 2014 12:00AM,3,432,39.28,117.84,3.00,0.00,3.00,Dec 31 2013 12:00AM
1532,3444,Jan  7 2014 12:00AM,3,490,12.72,38.15,3.00,0.00,3.00,Dec 31 2013 12:00AM
1532,3445,Jan  7 2014 12:00AM,3,491,19.94,59.82,3.00,0.00,3.00,Dec 31 2013 12:00AM
1533,3446,Jan  8 2014 12:00AM,3,528,38.16,114.47,3.00,0.00,3.00,Jan  1 2014 12:00AM
1534,3447,Jan  8 2014 12:00AM,3,505,44.22,132.65,3.00,0.00,3.00,Jan  1 2014 12:00AM
1535,3448,Jan  8 2014 12:00AM,550,938,31.49,17319.23,550.00,0.00,550.00,Jan  1 2014 12:00AM
1535,3449,Jan  8 2014 12:00AM,550,939,48.29,26559.23,523.00,0.00,523.00,Jan  1 2014 12:00AM
1536,3450,Jan  8 2014 12:00AM,60,358,6.98,418.95,51.00,0.00,51.00,Jan  1 2014 12:00AM
1537,3451,Jan  8 2014 12:00AM,3,450,39.28,117.84,3.00,0.00,3.00,Jan  1 2014 12:00AM
1537,3452,Jan  8 2014 12:00AM,3,451,37.18,111.54,3.00,0.00,3.00,Jan  1 2014 12:00AM
1537,3453,Jan  8 2014 12:00AM,3,452,41.45,124.36,3.00,0.00,3.00,Jan  1 2014 12:00AM
1537,3454,Jan  8 2014 12:00AM,3,453,37.18,111.54,3.00,0.00,3.00,Jan  1 2014 12:00AM
1537,3455,Jan  8 2014 12:00AM,3,454,47.52,142.57,3.00,0.00,3.00,Jan  1 2014 12:00AM
1537,3456,Jan  8 2014 12:00AM,3,455,45.42,136.27,3.00,0.00,3.00,Jan  1 2014 12:00AM
1538,3457,Jan  8 2014 12:00AM,60,356,3.38,202.86,60.00,0.00,60.00,Jan  1 2014 12:00AM
1538,3458,Jan  8 2014 12:00AM,60,357,4.32,258.93,60.00,0.00,60.00,Jan  1 2014 12:00AM
1539,3459,Jan  8 2014 12:00AM,3,382,36.97,110.91,3.00,0.00,3.00,Jan  1 2014 12:00AM
1539,3460,Jan  8 2014 12:00AM,3,383,41.24,123.73,3.00,0.00,3.00,Jan  1 2014 12:00AM
1539,3461,Jan  8 2014 12:00AM,3,384,36.97,110.91,3.00,0.00,3.00,Jan  1 2014 12:00AM
1539,3462,Jan  8 2014 12:00AM,3,385,43.22,129.65,3.00,0.00,3.00,Jan  1 2014 12:00AM
1539,3463,Jan  8 2014 12:00AM,3,386,47.49,142.47,3.00,0.00,3.00,Jan  1 2014 12:00AM
1540,3464,Jan  8 2014 12:00AM,3,490,12.36,37.08,3.00,0.00,3.00,Jan  1 2014 12:00AM
1541,3465,Jan  8 2014 12:00AM,550,513,39.20,21558.08,550.00,0.00,550.00,Jan  1 2014 12:00AM
1542,3466,Jan  8 2014 12:00AM,3,408,36.97,110.91,3.00,0.00,3.00,Jan  1 2014 12:00AM
1542,3467,Jan  8 2014 12:00AM,3,409,41.24,123.73,3.00,0.00,3.00,Jan  1 2014 12:00AM
1543,3468,Jan  8 2014 12:00AM,550,933,43.98,24191.48,550.00,0.00,550.00,Jan  1 2014 12:00AM
1543,3469,Jan  8 2014 12:00AM,550,934,38.15,20980.58,550.00,0.00,550.00,Jan  1 2014 12:00AM
1544,3470,Jan  8 2014 12:00AM,3,422,47.68,143.04,3.00,0.00,3.00,Jan  1 2014 12:00AM
1544,3471,Jan  8 2014 12:00AM,3,423,45.58,136.74,3.00,0.00,3.00,Jan  1 2014 12:00AM
1545,3472,Jan  9 2014 12:00AM,3,345,43.38,130.13,3.00,0.00,3.00,Jan  2 2014 12:00AM
1545,3473,Jan  9 2014 12:00AM,3,346,47.65,142.95,3.00,0.00,3.00,Jan  2 2014 12:00AM
1545,3474,Jan  9 2014 12:00AM,3,347,43.38,130.13,3.00,0.00,3.00,Jan  2 2014 12:00AM
1545,3475,Jan  9 2014 12:00AM,3,348,41.28,123.83,3.00,0.00,3.00,Jan  2 2014 12:00AM
1545,3476,Jan  9 2014 12:00AM,3,349,45.55,136.65,3.00,0.00,3.00,Jan  2 2014 12:00AM
1546,3477,Jan  9 2014 12:00AM,550,931,34.35,18890.03,468.00,0.00,468.00,Jan  2 2014 12:00AM
1546,3478,Jan  9 2014 12:00AM,550,932,39.24,21581.18,550.00,0.00,550.00,Jan  2 2014 12:00AM
1547,3479,Jan  9 2014 12:00AM,3,341,47.47,142.41,3.00,0.00,3.00,Jan  2 2014 12:00AM
1547,3480,Jan  9 2014 12:00AM,3,342,45.37,136.11,3.00,0.00,3.00,Jan  2 2014 12:00AM
1547,3481,Jan  9 2014 12:00AM,3,343,49.64,148.93,3.00,0.00,3.00,Jan  2 2014 12:00AM
1547,3482,Jan  9 2014 12:00AM,3,344,45.37,136.11,3.00,0.00,3.00,Jan  2 2014 12:00AM
1547,3483,Jan  9 2014 12:00AM,3,345,43.27,129.81,3.00,0.00,3.00,Jan  2 2014 12:00AM
1547,3484,Jan  9 2014 12:00AM,3,346,47.54,142.63,3.00,0.00,3.00,Jan  2 2014 12:00AM
1548,3485,Jan  9 2014 12:00AM,550,928,32.77,18023.78,550.00,0.00,550.00,Jan  2 2014 12:00AM
1548,3486,Jan  9 2014 12:00AM,550,929,37.09,20397.30,550.00,0.00,550.00,Jan  2 2014 12:00AM
1548,3487,Jan  9 2014 12:00AM,550,930,43.04,23671.73,550.00,0.00,550.00,Jan  2 2014 12:00AM
1549,3488,Jan  9 2014 12:00AM,550,332,10.82,5948.25,550.00,0.00,550.00,Jan  2 2014 12:00AM
1550,3489,Jan  9 2014 12:00AM,550,948,82.83,45558.98,550.00,0.00,550.00,Jan  2 2014 12:00AM
1550,3490,Jan  9 2014 12:00AM,550,907,82.83,45558.98,550.00,55.00,495.00,Jan  2 2014 12:00AM
1551,3491,Jan  9 2014 12:00AM,1250,325,0.21,262.50,1250.00,0.00,1250.00,Jan  2 2014 12:00AM
1551,3492,Jan  9 2014 12:00AM,1250,326,0.21,262.50,1250.00,0.00,1250.00,Jan  2 2014 12:00AM
1552,3493,Jan  9 2014 12:00AM,3,320,49.64,148.93,3.00,0.00,3.00,Jan  2 2014 12:00AM
1552,3494,Jan  9 2014 12:00AM,3,321,44.32,132.96,3.00,0.00,3.00,Jan  2 2014 12:00AM
1553,3495,Jan  9 2014 12:00AM,550,930,42.51,23382.98,550.00,0.00,550.00,Jan  2 2014 12:00AM
1553,3496,Jan  9 2014 12:00AM,550,921,5.59,3072.30,550.00,0.00,550.00,Jan  2 2014 12:00AM
1554,3497,Jan  9 2014 12:00AM,60,952,15.74,944.37,60.00,0.00,60.00,Jan  2 2014 12:00AM
1555,3498,Jan  9 2014 12:00AM,550,933,43.46,23902.73,550.00,0.00,550.00,Jan  2 2014 12:00AM
1555,3499,Jan  9 2014 12:00AM,550,934,37.62,20691.83,523.00,0.00,523.00,Jan  2 2014 12:00AM
1555,3500,Jan  9 2014 12:00AM,550,922,6.53,3592.05,550.00,0.00,550.00,Jan  2 2014 12:00AM
1555,3501,Jan  9 2014 12:00AM,550,923,6.18,3401.48,550.00,0.00,550.00,Jan  2 2014 12:00AM
1556,3502,Jan  9 2014 12:00AM,550,317,29.58,16268.18,468.00,0.00,468.00,Jan  2 2014 12:00AM
1556,3503,Jan  9 2014 12:00AM,550,318,36.10,19854.45,550.00,0.00,550.00,Jan  2 2014 12:00AM
1556,3504,Jan  9 2014 12:00AM,550,319,48.58,26720.93,550.00,0.00,550.00,Jan  2 2014 12:00AM
1557,3505,Jan 13 2014 12:00AM,550,928,32.25,17735.03,550.00,0.00,550.00,Jan  6 2014 12:00AM
1557,3506,Jan 13 2014 12:00AM,550,929,36.56,20108.55,550.00,0.00,550.00,Jan  6 2014 12:00AM
1558,3507,Jan 13 2014 12:00AM,550,319,46.42,25531.28,550.00,0.00,550.00,Jan  6 2014 12:00AM
1559,3508,Jan 13 2014 12:00AM,3,373,41.30,123.89,3.00,0.00,3.00,Jan  6 2014 12:00AM
1559,3509,Jan 13 2014 12:00AM,3,374,37.02,111.07,3.00,0.00,3.00,Jan  6 2014 12:00AM
1560,3510,Jan 13 2014 12:00AM,3,2,41.92,125.75,3.00,0.00,3.00,Jan  6 2014 12:00AM
1561,3511,Jan 13 2014 12:00AM,3,1,50.26,150.79,3.00,0.00,3.00,Jan  6 2014 12:00AM
1562,3512,Jan 13 2014 12:00AM,3,364,47.75,143.26,3.00,0.00,3.00,Jan  6 2014 12:00AM
1562,3513,Jan 13 2014 12:00AM,3,365,43.48,130.44,3.00,0.00,3.00,Jan  6 2014 12:00AM
1563,3514,Jan 13 2014 12:00AM,550,530,16.09,8847.30,550.00,0.00,550.00,Jan  6 2014 12:00AM
1564,3515,Jan 13 2014 12:00AM,3,4,57.03,171.08,3.00,0.00,3.00,Jan  6 2014 12:00AM
1565,3516,Jan 13 2014 12:00AM,550,512,37.09,20397.30,550.00,0.00,550.00,Jan  6 2014 12:00AM
1566,3517,Jan 13 2014 12:00AM,550,513,26.60,14628.08,468.00,0.00,468.00,Jan  6 2014 12:00AM
1567,3518,Jan 13 2014 12:00AM,550,317,27.06,14882.18,550.00,0.00,550.00,Jan  6 2014 12:00AM
1567,3519,Jan 13 2014 12:00AM,550,318,33.58,18468.45,550.00,0.00,550.00,Jan  6 2014 12:00AM
1567,3520,Jan 13 2014 12:00AM,550,319,46.06,25334.93,550.00,0.00,550.00,Jan  6 2014 12:00AM
1568,3521,Jan 13 2014 12:00AM,3,415,39.07,117.21,3.00,0.00,3.00,Jan  6 2014 12:00AM
1568,3522,Jan 13 2014 12:00AM,3,416,36.97,110.91,3.00,0.00,3.00,Jan  6 2014 12:00AM
1568,3523,Jan 13 2014 12:00AM,3,417,41.24,123.73,3.00,0.00,3.00,Jan  6 2014 12:00AM
1568,3524,Jan 13 2014 12:00AM,3,418,36.97,110.91,3.00,0.00,3.00,Jan  6 2014 12:00AM
1568,3525,Jan 13 2014 12:00AM,3,419,34.87,104.61,3.00,0.00,3.00,Jan  6 2014 12:00AM
1569,3526,Jan 13 2014 12:00AM,3,436,41.30,123.89,3.00,0.00,3.00,Jan  6 2014 12:00AM
1569,3527,Jan 13 2014 12:00AM,3,437,37.02,111.07,3.00,0.00,3.00,Jan  6 2014 12:00AM
1570,3528,Jan 13 2014 12:00AM,3,320,47.47,142.41,3.00,0.00,3.00,Jan  6 2014 12:00AM
1570,3529,Jan 13 2014 12:00AM,3,321,42.80,128.39,3.00,0.00,3.00,Jan  6 2014 12:00AM
1570,3530,Jan 13 2014 12:00AM,60,322,25.42,1525.23,60.00,0.00,60.00,Jan  6 2014 12:00AM
1571,3531,Jan 13 2014 12:00AM,3,445,41.30,123.89,3.00,0.00,3.00,Jan  6 2014 12:00AM
1571,3532,Jan 13 2014 12:00AM,3,446,37.02,111.07,3.00,0.00,3.00,Jan  6 2014 12:00AM
1571,3533,Jan 13 2014 12:00AM,3,447,47.68,143.04,3.00,0.00,3.00,Jan  6 2014 12:00AM
1571,3534,Jan 13 2014 12:00AM,3,448,45.58,136.74,3.00,0.00,3.00,Jan  6 2014 12:00AM
1572,3535,Jan 13 2014 12:00AM,550,941,62.99,34644.23,550.00,82.00,468.00,Jan  6 2014 12:00AM
1573,3536,Jan 14 2014 12:00AM,60,322,26.37,1581.93,60.00,0.00,60.00,Jan  7 2014 12:00AM
1574,3537,Jan 14 2014 12:00AM,3,504,48.76,146.29,3.00,0.00,3.00,Jan  7 2014 12:00AM
1575,3538,Jan 14 2014 12:00AM,3,497,34.19,102.56,3.00,0.00,3.00,Jan  7 2014 12:00AM
1576,3539,Jan 14 2014 12:00AM,3,323,50.26,150.79,3.00,0.00,3.00,Jan  7 2014 12:00AM
1577,3540,Jan 14 2014 12:00AM,550,523,10.73,5902.05,550.00,0.00,550.00,Jan  7 2014 12:00AM
1577,3541,Jan 14 2014 12:00AM,550,524,14.12,7767.38,550.00,0.00,550.00,Jan  7 2014 12:00AM
1578,3542,Jan 14 2014 12:00AM,60,492,50.26,3015.81,60.00,0.00,60.00,Jan  7 2014 12:00AM
1578,3543,Jan 14 2014 12:00AM,60,493,57.15,3429.09,60.00,0.00,60.00,Jan  7 2014 12:00AM
1578,3544,Jan 14 2014 12:00AM,60,494,53.20,3192.21,60.00,0.00,60.00,Jan  7 2014 12:00AM
1578,3545,Jan 14 2014 12:00AM,60,495,63.69,3821.58,60.00,0.00,60.00,Jan  7 2014 12:00AM
1578,3546,Jan 14 2014 12:00AM,60,496,48.91,2934.54,60.00,0.00,60.00,Jan  7 2014 12:00AM
1579,3547,Jan 14 2014 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Jan  7 2014 12:00AM
1579,3548,Jan 14 2014 12:00AM,550,912,30.44,16741.73,550.00,0.00,550.00,Jan  7 2014 12:00AM
1579,3549,Jan 14 2014 12:00AM,550,913,40.94,22516.73,550.00,0.00,550.00,Jan  7 2014 12:00AM
1579,3550,Jan 14 2014 12:00AM,550,914,21.09,11601.98,550.00,0.00,550.00,Jan  7 2014 12:00AM
1579,3551,Jan 14 2014 12:00AM,550,915,30.44,16741.73,550.00,0.00,550.00,Jan  7 2014 12:00AM
1580,3552,Jan 14 2014 12:00AM,60,506,9.20,551.88,60.00,0.00,60.00,Jan  7 2014 12:00AM
1581,3553,Jan 14 2014 12:00AM,550,679,5.78,3176.25,550.00,0.00,550.00,Jan  7 2014 12:00AM
1582,3554,Jan 14 2014 12:00AM,550,507,23.39,12866.70,550.00,82.00,468.00,Jan  7 2014 12:00AM
1582,3555,Jan 14 2014 12:00AM,550,508,27.65,15205.58,550.00,0.00,550.00,Jan  7 2014 12:00AM
1583,3556,Jan 14 2014 12:00AM,550,535,3.49,1917.30,550.00,0.00,550.00,Jan  7 2014 12:00AM
1584,3557,Jan 14 2014 12:00AM,550,351,6.20,3407.25,550.00,0.00,550.00,Jan  7 2014 12:00AM
1584,3558,Jan 14 2014 12:00AM,550,352,1.47,808.50,550.00,0.00,550.00,Jan  7 2014 12:00AM
1585,3559,Jan 15 2014 12:00AM,550,507,22.17,12191.03,550.00,0.00,550.00,Jan  8 2014 12:00AM
1585,3560,Jan 15 2014 12:00AM,550,508,29.28,16106.48,523.00,0.00,523.00,Jan  8 2014 12:00AM
1586,3561,Jan 15 2014 12:00AM,3,491,19.98,59.94,3.00,0.00,3.00,Jan  8 2014 12:00AM
1587,3562,Jan 15 2014 12:00AM,3,346,41.24,123.73,3.00,0.00,3.00,Jan  8 2014 12:00AM
1587,3563,Jan 15 2014 12:00AM,3,347,36.97,110.91,3.00,0.00,3.00,Jan  8 2014 12:00AM
1587,3564,Jan 15 2014 12:00AM,3,348,34.87,104.61,3.00,0.00,3.00,Jan  8 2014 12:00AM
1587,3565,Jan 15 2014 12:00AM,3,349,39.14,117.43,3.00,0.00,3.00,Jan  8 2014 12:00AM
1588,3566,Jan 15 2014 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Jan  8 2014 12:00AM
1588,3567,Jan 15 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Jan  8 2014 12:00AM
1589,3568,Jan 15 2014 12:00AM,3,389,43.34,130.03,3.00,0.00,3.00,Jan  8 2014 12:00AM
1589,3569,Jan 15 2014 12:00AM,3,390,39.07,117.21,3.00,0.00,3.00,Jan  8 2014 12:00AM
1589,3570,Jan 15 2014 12:00AM,3,391,36.97,110.91,3.00,0.00,3.00,Jan  8 2014 12:00AM
1589,3571,Jan 15 2014 12:00AM,3,392,41.24,123.73,3.00,0.00,3.00,Jan  8 2014 12:00AM
1589,3572,Jan 15 2014 12:00AM,3,393,36.97,110.91,3.00,0.00,3.00,Jan  8 2014 12:00AM
1590,3573,Jan 15 2014 12:00AM,550,487,5.81,3193.58,550.00,0.00,550.00,Jan  8 2014 12:00AM
1590,3574,Jan 15 2014 12:00AM,550,488,8.86,4874.10,550.00,55.00,495.00,Jan  8 2014 12:00AM
1590,3575,Jan 15 2014 12:00AM,550,489,10.47,5757.68,550.00,0.00,550.00,Jan  8 2014 12:00AM
1591,3576,Jan 15 2014 12:00AM,3,402,47.47,142.41,3.00,0.00,3.00,Jan  8 2014 12:00AM
1592,3577,Jan 15 2014 12:00AM,550,510,23.08,12693.45,550.00,82.00,468.00,Jan  8 2014 12:00AM
1592,3578,Jan 15 2014 12:00AM,550,511,29.27,16100.70,550.00,0.00,550.00,Jan  8 2014 12:00AM
1593,3579,Jan 15 2014 12:00AM,3,405,45.37,136.11,3.00,0.00,3.00,Jan  8 2014 12:00AM
1593,3580,Jan 15 2014 12:00AM,3,406,43.27,129.81,3.00,0.00,3.00,Jan  8 2014 12:00AM
1593,3581,Jan 15 2014 12:00AM,3,407,47.54,142.63,3.00,0.00,3.00,Jan  8 2014 12:00AM
1594,3582,Jan 15 2014 12:00AM,550,525,2.32,1276.28,550.00,0.00,550.00,Jan  8 2014 12:00AM
1595,3583,Jan 15 2014 12:00AM,550,526,3.64,2003.93,550.00,0.00,550.00,Jan  8 2014 12:00AM
1596,3584,Jan 15 2014 12:00AM,550,908,21.09,11601.98,468.00,0.00,468.00,Jan  8 2014 12:00AM
1596,3585,Jan 15 2014 12:00AM,550,909,30.44,16741.73,550.00,0.00,550.00,Jan  8 2014 12:00AM
1596,3586,Jan 15 2014 12:00AM,550,913,40.94,22516.73,550.00,0.00,550.00,Jan  8 2014 12:00AM
1597,3587,Jan 15 2014 12:00AM,60,356,3.60,216.09,60.00,0.00,60.00,Jan  8 2014 12:00AM
1597,3588,Jan 15 2014 12:00AM,60,357,3.98,238.77,60.00,0.00,60.00,Jan  8 2014 12:00AM
1598,3589,Jan 15 2014 12:00AM,550,935,31.49,17319.23,550.00,0.00,550.00,Jan  8 2014 12:00AM
1598,3590,Jan 15 2014 12:00AM,550,936,48.29,26559.23,550.00,0.00,550.00,Jan  8 2014 12:00AM
1599,3591,Jan 15 2014 12:00AM,550,524,12.97,7132.13,550.00,0.00,550.00,Jan  8 2014 12:00AM
1600,3592,Jan 15 2014 12:00AM,550,911,21.09,11601.98,550.00,0.00,550.00,Jan  8 2014 12:00AM
1600,3593,Jan 15 2014 12:00AM,550,912,30.44,16741.73,550.00,55.00,495.00,Jan  8 2014 12:00AM
1601,3594,Jan 16 2014 12:00AM,550,910,40.94,22516.73,550.00,0.00,550.00,Jan  9 2014 12:00AM
1602,3595,Jan 16 2014 12:00AM,550,937,62.99,34644.23,550.00,82.00,468.00,Jan  9 2014 12:00AM
1603,3596,Jan 16 2014 12:00AM,3,465,49.70,149.09,3.00,0.00,3.00,Jan  9 2014 12:00AM
1603,3597,Jan 16 2014 12:00AM,3,466,45.42,136.27,3.00,0.00,3.00,Jan  9 2014 12:00AM
1603,3598,Jan 16 2014 12:00AM,3,467,43.32,129.97,3.00,0.00,3.00,Jan  9 2014 12:00AM
1604,3599,Jan 16 2014 12:00AM,3,462,47.68,143.04,3.00,3.00,0.00,Jan  9 2014 12:00AM
1605,3600,Jan 16 2014 12:00AM,550,510,23.40,12872.48,550.00,0.00,550.00,Jan  9 2014 12:00AM
1605,3601,Jan 16 2014 12:00AM,550,511,27.87,15326.85,523.00,0.00,523.00,Jan  9 2014 12:00AM
