994|LL Bottom Bracket|LL Bottom Bracket|en    |Chromoly steel.
968|Touring-1000 Blue, 54|Touring-1000|fr    |Voyagez confortablement et avec ÇlÇgance. Confort et sÇcuritÇ maximum. Large Çventail de vitesses pour gravir toutes les cìtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.
969|Touring-1000 Blue, 60|Touring-1000|fr    |Voyagez confortablement et avec ÇlÇgance. Confort et sÇcuritÇ maximum. Large Çventail de vitesses pour gravir toutes les cìtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.
952|Chain|Chain|fr    |Systäme de changement de vitesse träs performant.
949|LL Crankset|LL Crankset|fr    |Axe träs rigide.
950|ML Crankset|ML Crankset|fr    |Manivelle haute rÇsistance.
951|HL Crankset|HL Crankset|fr    |PÇdalier triple plateauxˇ; manivelle en aluminiumˇ; changement de braquet impeccable.
948|Front Brakes|Front Brakes|fr    |Patins de freinage pour tous les tempsˇ; freinage renforcÇ par l'application d'une plus grande surface sur la jante.
945|Front Derailleur|Front Derailleur|fr    |Conception liaison large.
802|LL Fork|LL Fork|fr    |Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus prÇcise.
803|ML Fork|ML Fork|fr    |Fourche composite pour route avec tube de direction en aluminium.
804|HL Fork|HL Fork|fr    |Fourche pour route en carbone hautes performances avec bras incurvÇs.
917|LL Mountain Frame - Silver, 42|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
918|LL Mountain Frame - Silver, 44|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
919|LL Mountain Frame - Silver, 48|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
920|LL Mountain Frame - Silver, 52|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
924|LL Mountain Frame - Black, 42|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
925|LL Mountain Frame - Black, 44|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
926|LL Mountain Frame - Black, 48|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
927|LL Mountain Frame - Black, 52|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
943|LL Mountain Frame - Black, 40|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
944|LL Mountain Frame - Silver, 40|LL Mountain Frame|fr    |Utilise la màme technologie de cadre que celle adoptÇe sur le cadre en aluminium ML.
814|ML Mountain Frame - Black, 38|ML Mountain Frame-W|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.
904|ML Mountain Frame-W - Silver, 40|ML Mountain Frame-W|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.
905|ML Mountain Frame-W - Silver, 42|ML Mountain Frame-W|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.
906|ML Mountain Frame-W - Silver, 46|ML Mountain Frame-W|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.
942|ML Mountain Frame-W - Silver, 38|ML Mountain Frame-W|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.
830|ML Mountain Frame - Black, 40|ML Mountain Frame|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.
831|ML Mountain Frame - Black, 44|ML Mountain Frame|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.
832|ML Mountain Frame - Black, 48|ML Mountain Frame|fr    |Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.
822|ML Road Frame-W - Yellow, 38|ML Road Frame-W|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version femmes.
833|ML Road Frame-W - Yellow, 40|ML Road Frame-W|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version femmes.
834|ML Road Frame-W - Yellow, 42|ML Road Frame-W|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version femmes.
835|ML Road Frame-W - Yellow, 44|ML Road Frame-W|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version femmes.
836|ML Road Frame-W - Yellow, 48|ML Road Frame-W|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version femmes.
815|LL Mountain Front Wheel|LL Mountain Front Wheel|fr    |Roue de secours tout-terrain pour vÇtÇtiste occasionnel.
816|ML Mountain Front Wheel|ML Mountain Front Wheel|fr    |Roue de secours tout-terrain pour vÇtÇtiste amateur Ö confirmÇ.
817|HL Mountain Front Wheel|HL Mountain Front Wheel|fr    |Roue de secours tout-terrain hautes performances.
818|LL Road Front Wheel|LL Road Front Wheel|fr    |Roue avant pour vÇlo de route pour cycliste occasionnel.
819|ML Road Front Wheel|ML Road Front Wheel|fr    |Alliage robuste avec moyeu Ö blocage rapide.
820|HL Road Front Wheel|HL Road Front Wheel|fr    |Roue solide avec jante double paroi.
821|Touring Front Wheel|Touring Front Wheel|fr    |Jantes aÇrodynamiques pour conduite en souplesse.
808|LL Mountain Handlebars|LL Mountain Handlebars|fr    |Barre d'appui tous usages pour conduite sur route ou tout-terrain.
809|ML Mountain Handlebars|ML Mountain Handlebars|fr    |Barres d'appui en alliage d'aluminium solide pour descente.
810|HL Mountain Handlebars|HL Mountain Handlebars|fr    |Barre d'appui plate suffisamment solide pour le circuit professionnel.
811|LL Road Handlebars|LL Road Handlebars|fr    |Forme träs rÇussie destinÇe Ö faciliter l'accäs aux leviers.
812|ML Road Handlebars|ML Road Handlebars|fr    |Barre d'appui avec tube en aluminium ergonomique pour rÇpondre aux besoins de tous les cyclistes.
813|HL Road Handlebars|HL Road Handlebars|fr    |Conáu pour la compÇtitionˇ; barre d'appui ergonomique haut de gamme en alliage d'aluminium.
946|LL Touring Handlebars|LL Touring Handlebars|fr    |Forme träs rÇussie destinÇe Ö diminuer la fatigue des cyclistes occasionnels.
947|HL Touring Handlebars|HL Touring Handlebars|fr    |Barre d'appui en aluminium lÇgäre et solide pour les longues randonnÇes.
805|LL Headset|LL Headset|fr    |Jeu de direction de qualitÇ sans filetage Ö un prix abordable.
806|ML Headset|ML Headset|fr    |Boåtier de protection hermÇtique.
807|HL Headset|HL Headset|fr    |Jeu de direction sans filetage 2,54ˇcm de grande qualitÇ avec un dispositif de lubrification rapide.
935|LL Mountain Pedal|LL Mountain Pedal|fr    |Plate-forme allongÇe permettant de rouler avec tous types de chaussuresˇ; idÇal pour la randonnÇe.
936|ML Mountain Pedal|ML Mountain Pedal|fr    |PÇdales automatiques lÇgäres et robustes avec tension rÇglable.
937|HL Mountain Pedal|HL Mountain Pedal|fr    |Acier inoxydableˇ; facile Ö nettoyer.
938|LL Road Pedal|LL Road Pedal|fr    |PÇdales automatiquesˇ- aluminium.
939|ML Road Pedal|ML Road Pedal|fr    |Fabrication en alliage d'aluminium lÇger.
940|HL Road Pedal|HL Road Pedal|fr    |PÇdales automatiques haut de gamme avec tension rÇglable.
941|Touring Pedal|Touring Pedal|fr    |PÇdale stable pour longs trajets.
827|ML Road Rear Wheel|ML Road Rear Wheel|fr    |Jante en alliage d'aluminium avec rayons en acier inoxydableˇ; pour une vitesse optimale.
828|HL Road Rear Wheel|HL Road Rear Wheel|fr    |Roue arriäre solide avec jante doublÇe.
829|Touring Rear Wheel|Touring Rear Wheel|fr    |Excellentes jantes aÇrodynamiques pour une conduite en souplesse.
908|LL Mountain Seat/Saddle|LL Mountain Seat/Saddle 2|fr    |Cuir synthÇtique. Confort amÇliorÇ grÉce au couvre-selle en gel.
909|ML Mountain Seat/Saddle|ML Mountain Seat/Saddle 2|fr    |Conáu pour absorber les chocs.
910|HL Mountain Seat/Saddle|HL Mountain Seat/Saddle 2|fr    |Conception ergonomique pour randonnÇe longue distance confortable. Cuir de qualitÇ.
911|LL Road Seat/Saddle|LL Road Seat/Saddle 1|fr    |Selle lÇgäre avec renfort en mousse.
912|ML Road Seat/Saddle|ML Road Seat/Saddle 2|fr    |Amortisseurs en caoutchouc pour absorber les bosses.
913|HL Road Seat/Saddle|HL Road Seat/Saddle 2|fr    |Selle de course lÇgäre en Kevlar. Cuir.
914|LL Touring Seat/Saddle|LL Touring Seat/Saddle|fr    |Selle confortable et ergonomique profilÇe avec couvre-selle en gel.
915|ML Touring Seat/Saddle|ML Touring Seat/Saddle|fr    |Nouvelle conception pour Çviter la fatigue lors des longues randonnÇes.
916|HL Touring Seat/Saddle|HL Touring Seat/Saddle|fr    |Cadre profilÇ pour amÇliorer le confort.
928|LL Mountain Tire|LL Mountain Tire|fr    |Traction comparable aux modäles haut de gamme, gomme de pneu moins chäre.
929|ML Mountain Tire|ML Mountain Tire|fr    |Grande traction, caoutchouc haute densitÇ.
930|HL Mountain Tire|HL Mountain Tire|fr    |Traction exceptionnelleˇ; carbone lÇger renforcÇ.
931|LL Road Tire|LL Road Tire|fr    |Màme dessin que les pneus plus chers, mais dotÇ d'une gomme moins chäre.
932|ML Road Tire|ML Road Tire|fr    |Caoutchouc plus dense que sur les autres modäles.
933|HL Road Tire|HL Road Tire|fr    |Carbone lÇger renforcÇ pour un confort de conduite inÇgalÇ, sans ajout de poids.
934|Touring Tire|Touring Tire|fr    |Caoutchouc haute densitÇ.
921|Mountain Tire Tube|Mountain Tire Tube|fr    |Tube Ö autovulcanisation.
922|Road Tire Tube|Road Tire Tube|fr    |Tube classique tous usages.
923|Touring Tire Tube|Touring Tire Tube|fr    |Tube Ö usage gÇnÇrique.
722|LL Road Frame - Black, 58|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
723|LL Road Frame - Black, 60|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
724|LL Road Frame - Black, 62|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
725|LL Road Frame - Red, 44|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
726|LL Road Frame - Red, 48|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
727|LL Road Frame - Red, 52|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
728|LL Road Frame - Red, 58|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
729|LL Road Frame - Red, 60|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
730|LL Road Frame - Red, 62|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
736|LL Road Frame - Black, 44|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
737|LL Road Frame - Black, 48|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
738|LL Road Frame - Black, 52|LL Road Frame|fr    |Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.
731|ML Road Frame - Red, 44|ML Road Frame|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.
732|ML Road Frame - Red, 48|ML Road Frame|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.
733|ML Road Frame - Red, 52|ML Road Frame|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.
734|ML Road Frame - Red, 58|ML Road Frame|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.
735|ML Road Frame - Red, 60|ML Road Frame|fr    |DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.
680|HL Road Frame - Black, 58|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
706|HL Road Frame - Red, 58|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
717|HL Road Frame - Red, 62|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
718|HL Road Frame - Red, 44|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
719|HL Road Frame - Red, 48|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
720|HL Road Frame - Red, 52|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
721|HL Road Frame - Red, 56|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
837|HL Road Frame - Black, 62|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
838|HL Road Frame - Black, 44|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
839|HL Road Frame - Black, 48|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
840|HL Road Frame - Black, 52|HL Road Frame|fr    |Notre cadre en aluminium plus lÇger et de qualitÇ supÇrieure fabriquÇ Ö partir du tout dernier alliageˇ; cadre soudÇ et traitÇ Ö chaud pour une meilleure rÇsistance. Le rÇsultat d'une conception innovante pour un confort et des performances maximum.
886|LL Touring Frame - Yellow, 62|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
895|LL Touring Frame - Blue, 50|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
896|LL Touring Frame - Blue, 54|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
897|LL Touring Frame - Blue, 58|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
898|LL Touring Frame - Blue, 62|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
899|LL Touring Frame - Yellow, 44|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
900|LL Touring Frame - Yellow, 50|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
901|LL Touring Frame - Yellow, 54|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
902|LL Touring Frame - Yellow, 58|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
903|LL Touring Frame - Blue, 44|LL Touring Frame|fr    |Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.
885|HL Touring Frame - Yellow, 60|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
887|HL Touring Frame - Yellow, 46|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
888|HL Touring Frame - Yellow, 50|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
889|HL Touring Frame - Yellow, 54|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
890|HL Touring Frame - Blue, 46|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
891|HL Touring Frame - Blue, 50|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
892|HL Touring Frame - Blue, 54|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
893|HL Touring Frame - Blue, 60|HL Touring Frame|fr    |Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.
846|Taillights - Battery-Powered|Taillight|fr    |êclairage peu onÇreux pour la conduite de nuitˇ- utilise 3 pilesˇAAA.
872|Road Bottle Cage|Road Bottle Cage|fr    |Le porte-bidon en aluminium est plus lÇger que la version VTTˇ; idÇal pour les longues randonnÇes.
870|Water Bottle - 30 oz.|Water Bottle|fr    |Bidon d'eau avec le logo de l'Çquipe AWCˇ- capacitÇ 0,75ˇlitre, entiärement Çtanche.
876|Hitch Rack - 4-Bike|Hitch Rack - 4-Bike|fr    |Porte-vÇlo sÇcurisÇ pour 4ˇvÇlosˇ; fabrication en acierˇ; adaptable sur attache-remorque.
878|Fender Set - Mountain|Fender Set - Mountain|fr    |Garde-boue adaptÇ Ö la plupart des VTT.
709|Mountain Bike Socks, M|Mountain Bike Socks|fr    |Combinaison de fibres naturelles et synthÇtiquesˇ; reste säche et offre le confort nÇcessaire.
710|Mountain Bike Socks, L|Mountain Bike Socks|fr    |Combinaison de fibres naturelles et synthÇtiquesˇ; reste säche et offre le confort nÇcessaire.
844|Minipump|Minipump|fr    |Träs pratique. Tient dans la poche. Corps en aluminium. 11,2ˇbars.
855|Men's Bib-Shorts, S|Men's Bib-Shorts|fr    |Conáu pour l'Çquipe professionnelle AWC, Ö bretelles, contrìle de l'humiditÇ, peau de chamois et bande anti-remontÇe.
856|Men's Bib-Shorts, M|Men's Bib-Shorts|fr    |Conáu pour l'Çquipe professionnelle AWC, Ö bretelles, contrìle de l'humiditÇ, peau de chamois et bande anti-remontÇe.
857|Men's Bib-Shorts, L|Men's Bib-Shorts|fr    |Conáu pour l'Çquipe professionnelle AWC, Ö bretelles, contrìle de l'humiditÇ, peau de chamois et bande anti-remontÇe.
842|Touring-Panniers, Large|Touring-Panniers|fr    |Fabrication en nylon rÇsistant Çtanche d'accäs facile. Suffisamment grand pour les randonnÇes du week-end.
858|Half-Finger Gloves, S|Half-Finger Gloves|fr    |Entiärement rembourrÇ, amÇlioration de la souplesse de mouvement des doigts, paume renforcÇe, fermeture rÇglable.
859|Half-Finger Gloves, M|Half-Finger Gloves|fr    |Entiärement rembourrÇ, amÇlioration de la souplesse de mouvement des doigts, paume renforcÇe, fermeture rÇglable.
860|Half-Finger Gloves, L|Half-Finger Gloves|fr    |Entiärement rembourrÇ, amÇlioration de la souplesse de mouvement des doigts, paume renforcÇe, fermeture rÇglable.
861|Full-Finger Gloves, S|Full-Finger Gloves|fr    |Paume synthÇtique, poignets souples, ouverture maillÇe anti-transpiration. AdoptÇ par les professionnels de l'Çquipe AWC.
862|Full-Finger Gloves, M|Full-Finger Gloves|fr    |Paume synthÇtique, poignets souples, ouverture maillÇe anti-transpiration. AdoptÇ par les professionnels de l'Çquipe AWC.
863|Full-Finger Gloves, L|Full-Finger Gloves|fr    |Paume synthÇtique, poignets souples, ouverture maillÇe anti-transpiration. AdoptÇ par les professionnels de l'Çquipe AWC.
867|Women's Mountain Shorts, S|Women's Mountain Shorts|fr    |Cuissards rÇsistants Ö l'usure pour utilisation intensive, doublÇs Ö l'intÇrieur en Spandex, sans couture, peau de chamois anti-bactÇrie pour un meilleur confort.
868|Women's Mountain Shorts, M|Women's Mountain Shorts|fr    |Cuissards rÇsistants Ö l'usure pour utilisation intensive, doublÇs Ö l'intÇrieur en Spandex, sans couture, peau de chamois anti-bactÇrie pour un meilleur confort.
869|Women's Mountain Shorts, L|Women's Mountain Shorts|fr    |Cuissards rÇsistants Ö l'usure pour utilisation intensive, doublÇs Ö l'intÇrieur en Spandex, sans couture, peau de chamois anti-bactÇrie pour un meilleur confort.
873|Patch Kit/8 Patches|Patch kit|fr    |Comprend 8ˇrustines de tailles diffÇrentes, de la colle et du papier de verre.
864|Classic Vest, S|Classic Vest|fr    |Sacs lÇgers et rÇsistants au ventˇ; tiennent dans la poche.
865|Classic Vest, M|Classic Vest|fr    |Sacs lÇgers et rÇsistants au ventˇ; tiennent dans la poche.
866|Classic Vest, L|Classic Vest|fr    |Sacs lÇgers et rÇsistants au ventˇ; tiennent dans la poche.
841|Men's Sports Shorts, S|Men's Sports Shorts|fr    |Cuissards de course pour hommesˇ- en Spandex avec un Çlastique Ö la ceinture et bande anti-remontÇe.
849|Men's Sports Shorts, M|Men's Sports Shorts|fr    |Cuissards de course pour hommesˇ- en Spandex avec un Çlastique Ö la ceinture et bande anti-remontÇe.
850|Men's Sports Shorts, L|Men's Sports Shorts|fr    |Cuissards de course pour hommesˇ- en Spandex avec un Çlastique Ö la ceinture et bande anti-remontÇe.
851|Men's Sports Shorts, XL|Men's Sports Shorts|fr    |Cuissards de course pour hommesˇ- en Spandex avec un Çlastique Ö la ceinture et bande anti-remontÇe.
879|All-Purpose Bike Stand|All-Purpose Bike Stand|fr    |Support de type home trainer idÇal pour vous entraåner en intÇrieur (pour tous les modäles de vÇlo). Fixations rapides, fabrication en acier.
847|Headlights - Dual-Beam|Headlights - Dual-Beam|fr    |Feu avant rechargeable Ö deux faisceaux.
848|Headlights - Weatherproof|Headlights - Weatherproof|fr    |Feu avant robuste.
881|Short-Sleeve Classic Jersey, S|Short-Sleeve Classic Jersey|fr    |Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.
882|Short-Sleeve Classic Jersey, M|Short-Sleeve Classic Jersey|fr    |Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.
883|Short-Sleeve Classic Jersey, L|Short-Sleeve Classic Jersey|fr    |Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.
884|Short-Sleeve Classic Jersey, XL|Short-Sleeve Classic Jersey|fr    |Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.
845|Mountain Pump|Mountain Pump|fr    |Simple et lÇger. Rustines de secours rangÇes dans la poignÇe.
874|Racing Socks, M|Racing Socks|fr    |Fin, lÇger et rÇsistant avec des poignets qui restent en place.
875|Racing Socks, L|Racing Socks|fr    |Fin, lÇger et rÇsistant avec des poignets qui restent en place.
871|Mountain Bottle Cage|Mountain Bottle Cage|fr    |Porte-bidon en aluminium robuste qui maintient le bidon sur les terrains accidentÇs.
712|AWC Logo Cap|Cycling Cap|fr    |Style classique avec une visiäre relevableˇ; taille unique.
713|Long-Sleeve Logo Jersey, S|Long-Sleeve Logo Jersey|fr    |Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.
714|Long-Sleeve Logo Jersey, M|Long-Sleeve Logo Jersey|fr    |Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.
715|Long-Sleeve Logo Jersey, L|Long-Sleeve Logo Jersey|fr    |Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.
